source,title,link,summary,published
The Guardian,"More than three-quarters of UK universities join fossil fuel pledge, say activists",https://www.theguardian.com/education/2024/dec/02/more-than-three-quarters-of-uk-universities-join-fossil-fuel-pledge-say-activists,"<p>Move to exclude fossil fuel firms from investment portfolios follows years of campaigning by staff and students</p><p>More than three-quarters of UK universities have pledged to exclude fossil fuel companies from their investment portfolios, according to campaigners.</p><p>The move, which is part of a wider drive to limit investment in fossil fuels, follows years of campaigning by staff and students across the higher education sector.</p> <a href=""https://www.theguardian.com/education/2024/dec/02/more-than-three-quarters-of-uk-universities-join-fossil-fuel-pledge-say-activists"">Continue reading...</a>","Mon, 02 Dec 2024 09:00:19 GMT"
The Guardian,Top UN court to begin hearings on landmark climate change case,https://www.theguardian.com/world/2024/dec/02/icj-un-climate-change-case-pacific-nations,"<p>ICJ to hear submissions from more than 100 groups in Pacific-led campaign to provide an advisory opinion on states’ obligations for climate harm</p><p>The International Court of Justice (ICJ) is due to begin hearings in a landmark climate change case on Monday, examining what countries worldwide are legally required to do to combat climate change and help vulnerable nations fight its devastating impact.</p><p>After years of lobbying by island nations, the UN General Assembly asked the ICJ last year for an opinion on “the obligations of States in respect of climate change.”</p> <a href=""https://www.theguardian.com/world/2024/dec/02/icj-un-climate-change-case-pacific-nations"">Continue reading...</a>","Mon, 02 Dec 2024 03:58:40 GMT"
The Guardian,Could Tenbury Wells be the first UK town centre abandoned over climate change?,https://www.theguardian.com/environment/2024/dec/01/could-tenbury-wells-be-the-first-uk-town-centre-abandoned-due-to-climate-change,"<p>Worcestershire town has been flooded seven times in past four years and shop owners can no longer afford insurance</p><p>In the aftermath of its latest flood, the town centre of Tenbury Wells was a scene of chaos. The main street was caked with a layer of mud, shop windows were smashed and piles of sodden furniture and wares, all ruined, were heaped in the street.</p><p>“On Monday when we came in we wanted to leave, lock the doors and just disappear,” said Richard Sharman, the owner of Garlands Flowers. “We’ve lost about £6,000 and we won’t get a penny back. Six weeks ago we lost about £4,000 in a flood.”</p> <a href=""https://www.theguardian.com/environment/2024/dec/01/could-tenbury-wells-be-the-first-uk-town-centre-abandoned-due-to-climate-change"">Continue reading...</a>","Sun, 01 Dec 2024 15:24:10 GMT"
The Guardian,International talks on curbing plastic pollution fail to reach agreement,https://www.theguardian.com/environment/2024/dec/01/international-talks-on-curbing-plastic-pollution-fail-to-reach-agreement-busan,"<p>Chair of talks in Busan says progress has been made but ‘a few critical issues’ are unresolved</p><p>Negotiators have failed to reach agreement on a landmark treaty to curb plastic pollution, the diplomat chairing the talks has said.</p><p>Nearly 200 nations are taking part in a meeting in Busan, South Korea, which is intended to result in a landmark agreement after two years of discussions. A week of talks has failed to resolve deep divisions between “high-ambition” countries seeking a globally binding agreement to limit production and phase out harmful chemicals, and “like-minded” nations who want to focus on waste.</p> <a href=""https://www.theguardian.com/environment/2024/dec/01/international-talks-on-curbing-plastic-pollution-fail-to-reach-agreement-busan"">Continue reading...</a>","Sun, 01 Dec 2024 14:11:39 GMT"
The Guardian,"New plan would ‘transform’ end of life care for 100,000 in England and Wales",https://www.theguardian.com/society/2024/dec/01/blueprint-drawn-up-to-deliver-unprecedented-transformation-of-end-of-life-care,"<p>Palliative care commission set up to provide high-quality, holistic support following assisted dying vote</p><ul><li><a href=""https://www.theguardian.com/society/2024/dec/01/assisted-dying-bill-brings-critical-state-of-palliative-care-into-governments-focus"">Assisted dying bill brings critical state of palliative care into government’s focus</a></li></ul><p>MPs, doctors and charities have drawn up a blueprint to deliver an “unprecedented transformation” of care for 100,000 people a year in the final stages of their lives.</p><p>After <a href=""https://www.theguardian.com/media/2024/nov/30/assisted-dying-what-the-uk-papers-say-after-landmark-vote"">parliament’s historic vote last week</a> to legalise assisted dying in England and Wales, a commission on palliative care has been set up to help <a href=""https://www.theguardian.com/media/2024/nov/30/assisted-dying-what-the-uk-papers-say-after-landmark-vote"">improve end-of-life care</a>.</p> <a href=""https://www.theguardian.com/society/2024/dec/01/blueprint-drawn-up-to-deliver-unprecedented-transformation-of-end-of-life-care"">Continue reading...</a>","Sun, 01 Dec 2024 20:45:03 GMT"
The Guardian,"Reforms of NHS don’t stand a chance unless recruitment is fixed, say top nurses",https://www.theguardian.com/society/2024/dec/02/nhs-recruitment-nurses,"<p>Number of registered nurses at record high in UK but workforce is ‘increasingly inexperienced’</p><p>Top nurses have said that planned government reforms for the health service “stand no chance” if issues with recruitment and retention in the profession are not addressed.</p><p>They made the warning as new figures show the number of nurses and midwives registered in the UK has grown to a record high.</p> <a href=""https://www.theguardian.com/society/2024/dec/02/nhs-recruitment-nurses"">Continue reading...</a>","Mon, 02 Dec 2024 00:01:08 GMT"
The Guardian,UK house prices rise at fastest rate in nearly two years,https://www.theguardian.com/money/2024/dec/02/uk-house-prices-rise-nationwide,"<p>Nationwide reports surprise growth despite near-record prices straining affordability</p><ul><li><a href=""https://www.theguardian.com/money/2024/dec/02/moving-home-here-are-the-keys-to-completing-before-stamp-duty-rises"">How to complete a move before stamp duty rises</a></li><li><a href=""https://www.theguardian.com/business/live/2024/dec/02/uk-house-price-growth-dollar-trump-brics-tariff-threat-manufacturing-pmi-business-live-news"">Business live – latest updates</a></li></ul><p>House prices in the UK grew at the fastest rate in nearly two years in November, in a surprise acceleration despite near-record highs straining affordability, according to figures from Nationwide.</p><p>The annual growth rate rebounded to 3.7% in November, up from 2.4% in October, according to the UK’s biggest building society. That was the fastest rate since November 2022.</p> <a href=""https://www.theguardian.com/money/2024/dec/02/uk-house-prices-rise-nationwide"">Continue reading...</a>","Mon, 02 Dec 2024 08:09:01 GMT"
The Guardian,‘Brain rot’: Oxford word of the year 2024 reflects ‘trivial’ use of social media,https://www.theguardian.com/media/2024/dec/02/brain-rot-oxford-word-of-the-year-2024,"<p>Expression chosen after public vote describes impact of endless scrolling of mind-numbing content</p><p>“Brain rot” has been announced as the Oxford word of the year for 2024, amid concerns over endless social media scrolling and mind-numbing content.</p><p>More than 37,000 people voted to help choose the winner from a shortlist of six words drawn up by Oxford University Press, the publisher of the Oxford English Dictionary.</p> <a href=""https://www.theguardian.com/media/2024/dec/02/brain-rot-oxford-word-of-the-year-2024"">Continue reading...</a>","Mon, 02 Dec 2024 00:00:09 GMT"
The Guardian,Public services complaints in England soar by more than a third since 2016 – study,https://www.theguardian.com/society/2024/dec/02/public-services-complaints-in-england-soar-by-more-than-a-third-since-2016-study,"<p>Written complaints about DWP double, while prisons, the NHS and higher education experience big increase</p><p>Complaints about public services have soared by more than a third since 2016 with substantial jumps in relation to benefits, prisons, the NHS and higher education, according to a leading thinktank.</p><p>Demos, a cross-party organisation, found that between 2015-16 and 2023-24 complaints across key public services increased steadily by evermore than 100,000 from 309,758 to 425,624 – aside from a sharp drop during the pandemic.</p> <a href=""https://www.theguardian.com/society/2024/dec/02/public-services-complaints-in-england-soar-by-more-than-a-third-since-2016-study"">Continue reading...</a>","Mon, 02 Dec 2024 06:00:16 GMT"
The Guardian,Typhoo Tea bought out of administration for £10m,https://www.theguardian.com/business/2024/dec/02/typhoo-tea-bought-administration-supreme,"<p>Vapes and batteries maker Supreme acquires collapsed 121-year-old tea company</p><ul><li><a href=""https://www.theguardian.com/business/live/2024/dec/02/uk-house-price-growth-dollar-trump-brics-tariff-threat-manufacturing-pmi-business-live-news"">Business live – latest updates</a></li></ul><p>The vapes and batteries maker Supreme has bought the collapsed 121-year-old tea company Typhoo out of administration in a £10m rescue deal.</p><p>Typhoo Tea filed to appoint administrators last Wednesday, risking the future of the historic brand.</p> <a href=""https://www.theguardian.com/business/2024/dec/02/typhoo-tea-bought-administration-supreme"">Continue reading...</a>","Mon, 02 Dec 2024 08:45:26 GMT"
The Guardian,"Cladding will be fixed on high-rise buildings in England by 2029, says Angela Rayner",https://www.theguardian.com/society/2024/dec/02/cladding-will-be-fixed-on-high-rise-buildings-in-england-by-2029-says-angela-rayner,"<p>Deputy prime minister announced acceleration plan and criticised pace of works seven years after Grenfell fire</p><p>Dangerous cladding on all high-rise buildings in government-funded schemes in England will be fixed by the end of 2029, Angela Rayner has pledged.</p><p>Criticising the pace of remediation, more than seven years after the <a href=""https://www.theguardian.com/uk-news/grenfell-tower-fire"">Grenfell Tower fire</a> killed 72 people, the deputy prime minister announced an acceleration plan on Monday for buildings of 18 metres and over, which will include severe penalties for freeholders who fail to act.</p> <a href=""https://www.theguardian.com/society/2024/dec/02/cladding-will-be-fixed-on-high-rise-buildings-in-england-by-2029-says-angela-rayner"">Continue reading...</a>","Mon, 02 Dec 2024 00:01:09 GMT"
The Guardian,"Growth expectations among UK firms take ‘decisive turn for worse’, says CBI",https://www.theguardian.com/business/2024/dec/02/growth-expectations-among-uk-firms-take-decisive-turn-for-worse-says-cbi,"<p>Expectations negative for first time in 2024 as business confidence plummets since Rachel Reeves’s budget</p><p>Growth expectations among UK companies have taken “a decisive turn for the worse”, in a fresh blow to Rachel Reeves amid warnings that business confidence has plummeted since the budget.</p><p>For the first time this year, expectations for growth have turned negative, according to the Confederation of British Industry’s latest growth indicator, which shows that a majority of companies expect activity to decline in the three months to February.</p> <a href=""https://www.theguardian.com/business/2024/dec/02/growth-expectations-among-uk-firms-take-decisive-turn-for-worse-says-cbi"">Continue reading...</a>","Mon, 02 Dec 2024 00:01:09 GMT"
The Guardian,"Weather blamed for small boat arrivals under Labour passing 20,000",https://www.theguardian.com/uk-news/2024/dec/01/weather-blamed-for-small-boat-arrivals-rising-to-20000-under-labour,"<p>Home secretary to highlight data showing record number of calm autumnal days that made Channel crossings likely</p><p>The number of small boat arrivals since Keir Starmer took power has passed 20,000, with the Home Office claiming a record number of calm autumnal days in the Channel was responsible.</p><p>A 31-day period in October and November had the highest ratio of so-called “red days” – when weather conditions make crossings likely or very likely – since records began in 2018, according to a leaked analysis.</p> <a href=""https://www.theguardian.com/uk-news/2024/dec/01/weather-blamed-for-small-boat-arrivals-rising-to-20000-under-labour"">Continue reading...</a>","Sun, 01 Dec 2024 18:00:01 GMT"
The Guardian,Manchester City’s Stefan Ortega claims Liverpool ‘not best part of UK’ after loss,https://www.theguardian.com/football/2024/dec/01/pep-guardiola-says-he-expected-more-of-anfield-after-sack-chants,"<ul><li>Home fans chanted ‘sacked in the morning’ at Guardiola</li><li>City manager says: ‘I didn’t expect that from Anfield’</li></ul><p>Pep Guardiola said he expected more respect at Anfield after being taunted about the sack during <a href=""https://www.theguardian.com/football/2024/dec/01/liverpool-manchester-city-premier-league-match-report"">Manchester City’s defeat at Liverpool</a>, with the chants prompting the goalkeeper Stefan Ortega to criticise the city as “not the best part in the UK”.</p><p>Guardiola held six fingers up to the Anfield crowd – one for each Premier League title he has won at City – in response to chants of “You’re getting sacked in the morning”, as Liverpool moved 11 points clear of the faltering champions with a <a href=""https://www.theguardian.com/football/2024/dec/01/liverpool-2-0-manchester-city-player-ratings-from-anfield"">2-0 win</a>.</p> <a href=""https://www.theguardian.com/football/2024/dec/01/pep-guardiola-says-he-expected-more-of-anfield-after-sack-chants"">Continue reading...</a>","Sun, 01 Dec 2024 20:30:56 GMT"
The Guardian,German chancellor Olaf Scholz arrives in Kyiv for surprise visit,https://www.theguardian.com/world/2024/dec/02/german-chancellor-olaf-scholz-arrives-in-kyiv-for-surprise-visit-volodymyr-zelenskyy-ukraine,"<p>Scholz to meet Volodymyr Zelenskyy and announce package of military aid to Ukraine worth €650m</p><ul><li><a href=""https://www.theguardian.com/world/live/2024/dec/02/olaf-scholz-volodymyr-zelenskyy-vladimir-putin-russia-ukraine-war-live-updates"">Russia-Ukraine war – latest news updates</a></li></ul><p>The German chancellor, Olaf Scholz, has arrived in Kyiv for an unannounced visit that marks his first trip to Ukraine since the early months of full-scale war in the summer of 2022.</p><p>Scholz arrived at Kyiv’s central station early on Monday morning, smiling and clutching a large metal briefcase as he disembarked the train. Later in the day, he is due to meet President Volodymyr Zelenskyy and announce a package of military aid to Ukraine worth €650m (£540m), to be delivered in December.</p> <a href=""https://www.theguardian.com/world/2024/dec/02/german-chancellor-olaf-scholz-arrives-in-kyiv-for-surprise-visit-volodymyr-zelenskyy-ukraine"">Continue reading...</a>","Mon, 02 Dec 2024 09:31:25 GMT"
The Guardian,Eurozone manufacturing recession deepens; Stellantis shares fall after CEO’s resignation – business live,https://www.theguardian.com/business/live/2024/dec/02/uk-house-price-growth-dollar-trump-brics-tariff-threat-manufacturing-pmi-business-live-news,"<p>Germany, France, and Italy led slump in European factory output last month – while UK is also weakening </p><p><strong>The eurozone’s manufacturing recession has deepened, driven by a sharp slowdown in the region’s largest economies.</strong></p><p>Data provider <strong>S&amp;P Global</strong> has reported that the euro area’s manufacturing sector deteriorated at a faster pace during November.</p><p>“These numbers look terrible. It’s like the eurozone’s manufacturing recession is never going to end. As new orders fell fast and at an accelerated pace, there’s no sign of a recovery anytime soon. According to our nowcast, the manufacturing sector’s output is going to decrease by 0.7% in the fourth quarter compared to the previous quarter. This slump is likely going to drag into next year.</p><p>“The downturn is widespread, hitting all of the top three eurozone countries. Germany and France are faring the worst, and Italy is not doing much better. By main industrial grouping, it’s the capital goods sector which is taking the biggest hit. In an interesting development, Spain’s companies in the capital goods sector were able to show accelerated growth. This might be linked to the heavy floods in Spain, where an estimated 100,000 cars were destroyed and need to be replaced. But this boom most probably won’t last.</p> <a href=""https://www.theguardian.com/business/live/2024/dec/02/uk-house-price-growth-dollar-trump-brics-tariff-threat-manufacturing-pmi-business-live-news"">Continue reading...</a>","Mon, 02 Dec 2024 10:14:02 GMT"
The Guardian,Ireland election 2024: latest results,https://www.theguardian.com/world/2024/dec/02/ireland-election-2024-latest-results,"<p>Find out the latest results, how they compare with 2020, and explore profiles of each of the main parties</p> <a href=""https://www.theguardian.com/world/2024/dec/02/ireland-election-2024-latest-results"">Continue reading...</a>","Mon, 02 Dec 2024 09:21:07 GMT"
The Guardian,‘I’ve awakened their spirit’: can man behind the mask make a dent in Ghana elections?,https://www.theguardian.com/world/2024/dec/02/ghana-elections-nana-kwame-bediako-mask,"<p>Nana Kwame Bediako is challenging the status quo with an unorthodox run for presidency appealing to younger voters</p><p>It was a bombastic statement from the man who wants to disrupt Ghana’s two-party political scene. “I’m here to represent Africa’s greatest hope,” Nana Kwame Bediako told an audience in a Palace of Westminster committee room in central London in October, referring to younger people on the continent.</p><p>After the event, a social media post by Bediako suggested the trip had involved a presentation in parliament itself, rather than an address to a committee room.</p> <a href=""https://www.theguardian.com/world/2024/dec/02/ghana-elections-nana-kwame-bediako-mask"">Continue reading...</a>","Mon, 02 Dec 2024 08:02:28 GMT"
The Guardian,Georgian opposition leader arrested after fourth night of protests,https://www.theguardian.com/world/2024/dec/02/georgian-opposition-leader-arrested-after-fourth-night-of-protests,"<p>Police detained Zurab Japaridze as he was leaving rally outside parliament against suspension of EU accession talks</p><p>Georgian police have arrested a prominent opposition leader after using water cannon and teargas to scatter anti-government protesters who <a href=""https://www.theguardian.com/world/2024/dec/01/dozens-hospitalised-in-third-night-of-pro-eu-protests-in-georgia"">rallied outside parliament for a fourth consecutive night</a>.</p><p>The protests were sparked by the government’s <a href=""https://www.theguardian.com/world/2024/nov/29/georgia-protest-irakli-kobakhidze-salome-zourabichvili"">announcement last week that it was suspending talks</a> on joining the EU. Critics saw that as confirmation of a Russian-influenced shift away from pro-western policies, something the ruling party denies.</p> <a href=""https://www.theguardian.com/world/2024/dec/02/georgian-opposition-leader-arrested-after-fourth-night-of-protests"">Continue reading...</a>","Mon, 02 Dec 2024 09:56:52 GMT"
The Guardian,Volkswagen workers in Germany to strike over plan to cut jobs and pay,https://www.theguardian.com/business/2024/dec/02/volkswagen-workers-strike-germany-jobs-pay-cuts,"<p>Employees take action over plans to axe at least three plants in first domestic closures in company’s 87-year history</p><p>Workers at Volkswagen factories in Germany will strike from Monday over the carmaker’s plans to lay off thousands of people, cut pay and close plants for the first time in its home country.</p><p>Announcing that “warning strikes”, which usually last a few hours, will begin at all VW plants, Thorsten Gröger, the union IG Metall’s lead negotiator with VW, said: “If need be, it will be the toughest collective bargaining battle Volkswagen has ever seen.”</p> <a href=""https://www.theguardian.com/business/2024/dec/02/volkswagen-workers-strike-germany-jobs-pay-cuts"">Continue reading...</a>","Mon, 02 Dec 2024 05:00:16 GMT"
The Guardian,French PM Barnier at risk of being toppled by hostile parliament,https://www.theguardian.com/world/2024/dec/02/french-pm-michel-barnier-risk-toppled-hostile-parliament,"<p>Prime minister under threat of no-confidence vote as his government presents austerity budget plan</p><p>France’s prime minister, Michel Barnier, faces the biggest risk yet of being deposed by a hostile parliament as his government presents a social security financing plan that has angered the opposition.</p><p>Barnier, a conservative <a href=""https://www.theguardian.com/world/2024/sep/21/macron-names-french-government-to-be-led-by-michel-barnier"">appointed by the president, Emmanuel Macron, in September</a> after an <a href=""https://www.theguardian.com/world/article/2024/jul/07/exit-poll-shows-surprise-win-for-left-wing-alliance-in-french-election"">inconclusive general election</a>, has no majority in parliament and lives under the constant threat of a no-confidence vote that would, if successful, force him and his team to step down.</p> <a href=""https://www.theguardian.com/world/2024/dec/02/french-pm-michel-barnier-risk-toppled-hostile-parliament"">Continue reading...</a>","Mon, 02 Dec 2024 09:24:56 GMT"
The Guardian,Vatican to install webcam at St Peter’s tomb for next year’s Catholic jubilee,https://www.theguardian.com/world/2024/dec/02/vatican-webcam-st-peters-tomb-catholic-jubilee,"<p>Pope will inaugurate the livestream as part of efforts to connect with faithful around the world during holy year</p><p>St Peter’s tomb will be livestreamed as the Vatican embraces technology in its quest to connect with Catholics in far-flung places during holy year, an event expected to bring as many as 33 million pilgrims to Rome.</p><p>Pope Francis will inaugurate the live webcam on Monday, which has been installed at the tomb of the apostle beneath the main altar of St Peter’s Basilica.</p> <a href=""https://www.theguardian.com/world/2024/dec/02/vatican-webcam-st-peters-tomb-catholic-jubilee"">Continue reading...</a>","Mon, 02 Dec 2024 05:00:14 GMT"
The Guardian,Ukraine war briefing: Germany’s Olaf Scholz arrives in Kyiv on lightning visit,https://www.theguardian.com/world/2024/dec/02/ukraine-war-briefing-sceptics-can-be-converted-to-my-nato-plan-says-zelenskyy,"<p>Ukrainian president presses idea of ‘Nato umbrella’ for areas under Kyiv’s control while Kaja Kallas says it should not be ruled out. What we know on day  1,013</p> <a href=""https://www.theguardian.com/world/2024/dec/02/ukraine-war-briefing-sceptics-can-be-converted-to-my-nato-plan-says-zelenskyy"">Continue reading...</a>","Mon, 02 Dec 2024 07:03:40 GMT"
The Guardian,Unrwa suspends aid deliveries through main Gaza route after convoy attacked,https://www.theguardian.com/world/2024/dec/01/unrwa-suspends-aid-deliveries-gaza-armed-gangs-attack-convoy,"<p>Agency says armed gangs looted several trucks carrying food supplies and urges Israel to ensure safe flows of aid</p><ul><li><a href=""https://www.theguardian.com/world/live/2024/dec/01/middle-east-crisis-live-syria-rebels-aleppo-russia-airstrikes-assad"">Middle East crisis – live updates</a></li></ul><p>The UN’s agency for Palestinian refugees has suspended aid deliveries through the main lifeline for the Gaza Strip after a fresh attack by armed gangs on a humanitarian convoy, amid a severe food crisis caused by more than a year of fighting between Israel and Hamas.</p><p>In a statement on Sunday, Philippe Lazzarini, the head of Unrwa, said several trucks carrying food supplies were looted the day before on the road from Kerem Shalom on the border with Israel, now the main aid crossing point into the besieged Palestinian territory. The route had not been safe for months, he said on X, referring to the unprecedented <a href=""https://www.theguardian.com/world/2024/nov/18/armed-looters-hijack-almost-100-trucks-carrying-aid-supplies-into-gaza"">hijacking of nearly 100 aid trucks</a> last month.</p> <a href=""https://www.theguardian.com/world/2024/dec/01/unrwa-suspends-aid-deliveries-gaza-armed-gangs-attack-convoy"">Continue reading...</a>","Sun, 01 Dec 2024 16:56:45 GMT"
The Guardian,"Beer, biscuits and … tools: 2024 Advent calendars – tried and tested",https://www.theguardian.com/thefilter/2024/oct/31/beer-biscuits-and-tools-2024-advent-calendars-tried-and-tested,"<p>From spices to seeds, coffee to candles, we opened the doors of some of this year’s more inventive countdown-to-Christmas offerings – with varying results</p><p>Advent calendars filled with everything from beauty products to chocolate, Lego to tea, are as much a staple in the run-up to Christmas as drinking too much and listening to Last Christmas for the 1,237th time.</p><p>So, we’ve sniffed, tasted and drunk our way through 12 of them, rating them by their contents, value for money, sustainability and festive factor. And for those who want to swerve products altogether, we’ve rounded up the most beautiful, feelgood paper Advent calendars we could find.</p> <a href=""https://www.theguardian.com/thefilter/2024/oct/31/beer-biscuits-and-tools-2024-advent-calendars-tried-and-tested"">Continue reading...</a>","Thu, 31 Oct 2024 17:17:55 GMT"
The Guardian,"The best non-alcoholic prosecco, champagne and sparkling wines for 2024",https://www.theguardian.com/thefilter/2024/nov/29/best-non-alcoholic-prosecco-champagne-sparkling-wines,"<p>From alcohol-free prosecco to dealcoholised wine, here are our top picks for no-booze bubbles with plenty of sparkle</p><p>Party season is around the corner, but that doesn’t have to mean overdoing the booze until we try to undo the excesses in Dry January.</p><p>If you’re avoiding alcohol, there are plenty of good alternatives to sparkling wine that still feel celebratory and make that great sound when you pop the cork. And, for once, we can toast to “our good health” and actually mean it.</p> <a href=""https://www.theguardian.com/thefilter/2024/nov/29/best-non-alcoholic-prosecco-champagne-sparkling-wines"">Continue reading...</a>","Fri, 29 Nov 2024 12:00:08 GMT"
The Guardian,"The best Christmas trees: everything you need to know, from sustainability to style",https://www.theguardian.com/thefilter/2024/nov/28/best-christmas-tree-guide,"<p>Oh, Christmas trees, how lovely are your branches and are you going to cost the Earth? Our writer demystifies buying the perfect tree, whether real, potted, rental or artificial</p><p>• <strong><a href=""https://www.theguardian.com/thefilter/2024/nov/28/best-christmas-baubles-decorations"">The best Christmas baubles and decorations: 28 trinkets to deck the halls</a></strong></p><p>Few things signal the beginning of Christmas like a beautifully dressed tree. But as more of us try to make sustainable choices, the idea of discarding a real tree come January can feel wasteful. The alternative – artificial trees – presents both a solution and a problem.</p><p>Each type of tree – real, potted, rented or fake – has its benefits and drawbacks, while the right fit for each household will come down to various factors, including space, cost, care and lifestyle. As the Carbon Trust puts it: “The most sustainable choice will depend on the tree, your plans for reuse, then options for disposal.”</p> <a href=""https://www.theguardian.com/thefilter/2024/nov/28/best-christmas-tree-guide"">Continue reading...</a>","Thu, 28 Nov 2024 17:41:03 GMT"
The Guardian,"The 8 best e-readers, tried and tested – from Kindle to Kobo and beyond",https://www.theguardian.com/thefilter/2024/nov/27/best-ereaders,"<p>In a world where books have to vie with smartphones for attention, a brilliant ebook reader is more necessary than ever</p><p>E-readers have been one of the greatest single-purpose gadgets for almost three decades. They offer an escape from technology and the endless distraction of mobile phones, despite also being tech devices.</p><p>But that is starting to change. Colour ebook readers, for graphic novels, magazines and books, are now fairly common, and there are several models designed for note-taking. Plus, a whole family of these devices uses Android, meaning they can run all of those apps that often distract from reading.</p><p><strong>Best e-reader overall: <br /></strong>Kindle Paperwhite<br /><a href=""https://www.amazon.co.uk/kindle-paperwhite-2024/dp/B0CFPXBJ9Y""><sub>£124.99 at Amazon</sub></a></p><p><strong>Best colour e-reader:</strong> <br />
 Kobo Libra Colour<br /><a href=""https://www.currys.co.uk/products/kobo-libra-colour-7-ereader-32-gb-white-10263293.html""><sub>£179 at Currys</sub></a></p><p><strong>Best affordable e-reader:</strong> <br />
 Kobo Clara BW<br /><a href=""https://www.amazon.co.uk/Kobo-BW-Glare-Free-Touchscreen-ComfortLight/dp/B0CZXYV8GT""><sub>£119 at Amazon</sub></a></p><p><strong>Best phone-style e-reader: <br /></strong>Onyx Boox Palma 2<br /><a href=""https://euroshop.boox.com/products/palma2?variant=51671609540971""><sub>€299 at Boox</sub></a></p> <a href=""https://www.theguardian.com/thefilter/2024/nov/27/best-ereaders"">Continue reading...</a>","Wed, 27 Nov 2024 18:00:20 GMT"
The Guardian,TV tonight: Charles Dance stars as Michelangelo in a Renaissance docudrama,https://www.theguardian.com/tv-and-radio/2024/dec/02/tv-tonight-charles-dance-stars-as-michelangelo-in-a-renaissance-docudrama,"<p>Three rival artists bring 15th-century Italy to life in the first of a classy three-parter. Plus: true crime in a sleepy market town. Here’s what to watch this evening</p><p><strong>9pm, BBC Two</strong><strong><br /></strong>Charles Dance plays Michelangelo in this classy documentary drama series about the great rival artists of the Renaissance movement in Italy. Over three episodes, it uses Michelangelo’s own writings to tell his story, alongside the lives of Leonardo da Vinci and Raphael. <strong>Hollie Richardson</strong></p> <a href=""https://www.theguardian.com/tv-and-radio/2024/dec/02/tv-tonight-charles-dance-stars-as-michelangelo-in-a-renaissance-docudrama"">Continue reading...</a>","Mon, 02 Dec 2024 06:20:16 GMT"
The Guardian,Elton John reveals he is unable to watch his own musical after losing eyesight,https://www.theguardian.com/music/2024/dec/02/elton-john-reveals-he-is-unable-to-watch-his-own-musical-after-losing-eyesight,"<p>The 77-year-old, who is blind in one eye and has poor vision in the other, spoke of his health issues at a gala performance of The Devil Wears Prada</p><p>Elton John has revealed at a gala performance of his new musical The Devil Wears Prada, for which he wrote the music, that he is physically unable to see the show, due to ongoing problems with his eyesight.</p><p>Speaking on stage <a href=""https://www.theguardian.com/music/elton-john"">the 77-year-old singer</a> thanked his husband David Furnish, “who has been my rock”.</p> <a href=""https://www.theguardian.com/music/2024/dec/02/elton-john-reveals-he-is-unable-to-watch-his-own-musical-after-losing-eyesight"">Continue reading...</a>","Mon, 02 Dec 2024 04:10:28 GMT"
The Guardian,‘Ground zero for climate change’: the shoreline sculpture park coming to Miami,https://www.theguardian.com/artanddesign/2024/dec/02/ground-zero-for-climate-change-the-shoreline-sculpture-park-coming-to-miami,"<p>An ambitious multi-part project will transform seven miles of seabed into an artistic destination with a cautionary message</p><p>Over the next few years, coastal waters just off of Miami Beach will be transformed by The ReefLine, an ambitious new project that aims to occupy seven miles of seabed within shouting distance of the sands. The ReefLine aims to one day create an enormous, art-studded underwater playland, including a sculpture park, snorkel trail, and artificial reef.</p><p>One of the first pieces of this project, Miami Reef Star — a gigantic 90-foot star that will eventually be visible to landing aircraft descending over the waters — will be on exhibition during Art Basel Miami Beach. Set up in prototype on Miami Beach itself, it will be a part of Star Compass, a series of three large-scale installations curated by Ximena Caminos and Dodie Kazanjian. In addition to Reef Star, Star Compass will also include The Great Elephant Migration, a work consisting of 100 life-sized sculptures of elephants, and Voile/Toile - Toile/Voile by French conceptual artist Daniel Buren, which will stage an enormous sailboat race.</p> <a href=""https://www.theguardian.com/artanddesign/2024/dec/02/ground-zero-for-climate-change-the-shoreline-sculpture-park-coming-to-miami"">Continue reading...</a>","Mon, 02 Dec 2024 09:04:19 GMT"
The Guardian,"Taylor Swift soap, saucy socks and Pet Shop Boys tea sets: it’s the culture Christmas gift guide 2024",https://www.theguardian.com/culture/2024/dec/02/culture-christmas-gift-guide-2024,"<p>From a Snoop Dogg firepit to a sweater celebrating the brutalist genius of Preston bus station, here are 40 fabulous festive suggestions for the culture vulture in your life</p><p>It’s just turned December and – unless you’re far more organised than everyone else on the arts desk – you’ve not even thought about Christmas shopping yet. But, before you go traipsing off to every corner of the internet/high street in search of unique gifts, why not relax with a glass of sherry and simply treat the cultural connoisseur in your life to something from our bumper festive gift guide.</p><p>Featuring everything from a beautiful Japanese anti-smartphone poster to a Traitors hooded top, there’s no price range we haven’t covered (fine bone china Pet Shop Boys tea set, anyone?), no area of the arts left untouched (a Brutalism-inspired sweatshirt?) and absolutely no chance that anyone else has recommended you buy a lace hi-vis vest. We’ve even found the Mona Lisa at a decent price (OK, it’s made of Lego, but still).</p> <a href=""https://www.theguardian.com/culture/2024/dec/02/culture-christmas-gift-guide-2024"">Continue reading...</a>","Mon, 02 Dec 2024 05:00:15 GMT"
